	ENGLISH	PART OF SPEECH	ODIA	INPUT
929	vested interest	Ns	ନିହିତ ସ୍ୱାର୍ଥ	in
930	well informed	Adj	ବହୁଶ୍ରୁତ	in
931	well intentioned	Adj	ସଦ୍ଭାବସଦୁଦ୍ଦେସ୍ୟ ସମ୍ପନ୍ନ	in
1	incentive	Ns	ପ୍ରେରଣାଦାୟକ	incentive
1	incident	Ns	ଘଟନା	incident
2	incidental	Adj	ପ୍ରାସଂଗିକ	incident
3	incidentally	Adv	ଅକସ୍ମାତ	incident
1	include	V	ସମ୍ମିଳିତ କରିବା	include
1	including	Prep	ସମ୍ମିଳିତ କରି	including
1	income	Ns	ଆୟ	income
1	incorporate	V	ସମ୍ମିଳିତ କରିବା	incorporate
2	incorporated	Adj	ସମାବିଷ୍ଟ	incorporate
1	increase	V	ବୃଦ୍ଧି କରିବା ବା ହୋଇଯିବା	increase
1	increasingly	Adv	ଅଧିକ ମାତ୍ରାରେ	increasing
1	increasingly	Adv	ଅଧିକ ମାତ୍ରାରେ	increasingly
1	incredible	Ns	ଅବିଶ୍ୱସନୀୟ	incredible
1	indeed	Adv	ଅବଶ୍ୟ ହିଁବାସ୍ତବରେ	indeed
1	independence	Ns	ସ୍ୱାଧୀନତା	independence
1	independent	Adj	ସ୍ୱାଧୀନ	independent
2	independently	Adv	ସ୍ୱତନ୍ତ୍ର ଭାବେ	independent
1	index	Ns	ସୂଚୀପୃଷ୍ଠା	index
2	index finger	Ns	ତର୍ଜନୀ	index
3	index-linked	Adj	ସୂଚୀ ସଂଯୁକ୍ତ	index
4	indexation	Ns	ସୂଚୀକରଣ	index
1	american Indian	Ns	ସ୍ଥାନୀୟ ଆମେରିକାବାସୀ	Indian
2	indian	Adj	ଭାରତୀୟ	Indian
3	indian summer	Ns	ଭାରତୀୟ ଗ୍ରୀଷ୍ମକାଳ	Indian
1	indicate	V	ସୂଚିତ କରିବା	indicate
1	indication	Ns	ଚିହ୍ନ	indication
1	individual	Ns	ବିଶିଷ୍ଟ	individual
2	individualism	Ns	ବ୍ୟକ୍ତିତ୍ୱ	individual
3	individualist	Ns	ବ୍ୟକ୍ତିବାଦୀ	individual
4	individualistic	Adj	ବ୍ୟକ୍ତିପୂରକ	individual
5	individuality	Ns	ବ୍ୟକ୍ତିତ୍ୱ	individual
6	individualize	V	ବିଶିଷ୍ଟକରି ଦେବା	individual
1	industrial	Adj	ଔଦ୍ୟୋଗିକ	industrial
2	industrialism	Ns	ଉଦ୍ୟୋଗବାଦ	industrial
3	industrialist	Ns	ଉଦ୍ୟୋଗପତି	industrial
4	industrialization	Ns	ଉଦ୍ୟୋଗୀକରଣ	industrial
5	industrialize	V	ଔଦ୍ୟୋଗୀକରଣ କରିବା	industrial
6	industrially	Adv	ଔଦ୍ୟୋଗିକ ଭାବେ	industrial
7	post industrial	Adj	ଶିଳ୍ପୀକରଣର ପଶ୍ଚାତ	industrial
1	heavy industry	Ns	ଭାରି ଉଦ୍ୟୋଗ	industry
2	industry	Ns	ବ୍ୟବସାୟ	industry
1	infant	Ns	ଛୋଟପିଲା ଶିଶୁ	infant
2	infantry	Ns	ପାଦଚଲା ସେନା ପଦତିକ ସେନା	infant
1	infection	Ns	ରୋଗର ଛୂତ	infection
1	influence	Ns	ପ୍ରଭାବ	influence
1	inform	VTI	ସୂଚନା ଦେବାସୂଚିତ କରିବା	inform
2	informal	Adj	ଅନୌପଚାରିକ	inform
3	informality	Ns	ଅନୌପଚାରିକତା	inform
4	informant	Ns	ସୂଚନା ଦେଲାବାଲା	inform
5	informative	Adj	ସୂଚନାଯୁକ୍ତ	inform
6	informed	Adj	ସୁବିଜ୍ଞ	inform
7	informer	Ns	ସୂଚନା ଦାତା	inform
8	well informed	Adj	ବହୁଶ୍ରୁତ	inform
1	initial	Adj	ପ୍ରାରମ୍ଭିକ	initial
2	initially	Adv	ଆରମ୍ଭରେ	initial
1	initially	Adv	ଆରମ୍ଭରେ	initially
1	initiative	Ns	ଆରମ୍ଭ ସୂତ୍ରପାତ	initiative
1	injury	Ns	ଘାଆ	injury
2	injury time	Ns	ଖେଳର ଅନ୍ତରେ ଅତିରିକ୍ତ ସମୟ	injury
1	inner	Adj	ଆନ୍ତରିକ	inner
2	inner circle	Ns	ଆନ୍ତରିକ 	inner
1	innocent	Adj	ନିର୍ଦୋଷ	innocent
1	inquiry	Ns	ପଚରା ଉଚୁରା	inquiry
1	inside	Ns	ଅଭ୍ୟନ୍ତର	inside
2	inside lane	Ns	ବାଁ ପଟର ଯାନବାହନର ଯାଆସ ପଥ	inside
3	insider	Ns	ଯିଏ ସମାଜ ଭିତରେ ଥାଏ	inside
1	insight	Ns	ଅନ୍ତର୍ଦୃଷ୍ଟି	insight
1	insist	VI	ଦୃଢ଼ ରହିବା	insist
2	insistent	Adj	ହଠୀ	insist
1	inspire	VT	ପ୍ରେରଣା ଦେବା	inspire
2	inspired	Adj	ପ୍ରେରିତ	inspire
1	install	VT	ଲଗେଇବା[ଯନ୍ତ୍ର]	install
2	installation	Ns	ପ୍ରତିଷ୍ଠାପନ	install
1	instead	Adv	ବଦଳରେ	instead
1	institution	Ns	ସଂସ୍ଥାପନ	institution
2	institutional	Adj	ସଂସ୍ଥାନିକ	institution
3	institutionalization	Ns	ସଂସ୍ଥାନୀକରଣ	institution
4	institutionalize	V	ସଂସ୍ଥାନ କରି ଦେବା	institution
1	institutional	Adj	ସଂସ୍ଥାନିକ	institutional
2	institutionalization	Ns	ସଂସ୍ଥାନୀକରଣ	institutional
3	institutionalize	V	ସଂସ୍ଥାନ କରି ଦେବା	institutional
1	instructions	Ns	ଆଦେଶ	instruction
1	instructor	Ns	ଉପଦେଶକ	instructor
1	instrument	Ns	ଉପକରଣ	instrument
2	instrumental	Adj	ସହାୟକ	instrument
3	Instrumental music	Ns	ବାଦ୍ୟ ସଂଗୀତ	instrument
4	instrumentalist	Ns	ବାଦକ	instrument
5	instrumentation	Ns	ବାଦ୍ୟସଂଗୀତ-ବିନ୍ୟାସ	instrument
1	insurance	Ns	ବୀମା	insurance
2	insurance policy	Ns	ବୀମା ଯୋଜନା	insurance
3	life insurance	Ns	ଜୀବନ-ବୀମା	insurance
4	third party insurance	Ns	ତୃତୀୟ ପକ୍ଷର କ୍ଷତିପୂର୍ତିର ବୀମା	insurance
1	intellectual	Adj	ବୁଦ୍ଧିଗତ	intellectual
2	intellectualism	Ns	ପ୍ରଜ୍ଞାବାଦ	intellectual
3	intellectualize	V	ବୁଦ୍ଧିସଂଗତ କରିବା	intellectual
4	intellectually	Adv	ବୌଦ୍ଧିକ ଭାବେ	intellectual
1	counter-intelligence	Ns	ବିଶେଷ ଗୁପ୍ତଚର ଯାହା ଶତ୍ରୁର ଗୁପ୍ତଚରଙ୍କର ହୋଇଥାଏ 	intelligence
2	intelligence	Ns	ବୁଦ୍ଧିମତ୍ତା	intelligence
3	intelligence test	Ns	ବୁଦ୍ଧିମତ୍ତାର ପରୀକ୍ଷା	intelligence
1	intend	VTI	ଉଦ୍ଦେଶ୍ୟ ରଖିବା	intend
2	intended	Adj	ଉଦ୍ଧିଷ୍ଟ	intend
1	intense	Adj	ତୀକ୍ଷ୍ଣଉତ୍କଟଅତିମାତ୍ରା	intense
2	intensely	Adv	ଉତ୍କଟତାରୁ	intense
1	intensity	Ns	ଉତ୍କଟତା	intensity
1	intention	Ns	ଲକ୍ଷ୍ୟ	intention
2	intentional	Adj	ଜାଣିଶୁଣି	intention
3	intentionally	Adv	ଜାଣିଶୁଣି 	intention
4	well intentioned	Adj	ସଦ୍ଭାବସଦୁଦ୍ଦେସ୍ୟ ସମ୍ପନ୍ନ	intention
1	interaction	Ns	ପାରସ୍ପରିକ ବ୍ୟବହାର	interaction
1	human interest	Ns	ମାନବର ଅଭିରୁଚି	interest
2	interest	Ns	ରସ ରୁଚି	interest
3	interested	Adj	ରୁଚି ରଖିଲାବାଲା	interest
4	interesting	Adj	ରୋଚକ	interest
5	interestingly	Adv	ରୁଚିସହିତ	interest
6	vested interest	Ns	ନିହିତ ସ୍ୱାର୍ଥ	interest
1	interested	Adj	ରୁଚି ରଖିଲାବାଲା	interested
1	interesting	Adj	ରୋଚକ	interesting
2	interestingly	Adv	ରୁଚିସହିତ	interesting
1	internal	Adj	ଆନ୍ତରିକ	internal
2	internal-combustion engine	Ns	ଅନ୍ତର୍ଦାହୀ ଇଂଜିନ	internal
3	internally	Adv	ଆଂତରିକ ଭାବେ	internal
1	international	Adj	ଅନ୍ତର୍ରାଷ୍ଟ୍ରୀୟ	international
2	internationale	Ns	ସମାଜବାଦୀ ଗୀତ	international
3	internationalisation	Ns	ଅନ୍ତର୍ରାଷ୍ଟ୍ରୀୟତା	international
4	internationalism	Ns	ଅନ୍ତର୍ରାଷ୍ଟ୍ରୀୟତା	international
5	internationalist	Ns	ଅନ୍ତର୍ରାଷ୍ଟ୍ରୀୟତାବାଦୀ	international
6	internationally	Adv	ଅନ୍ତର୍ରାଷ୍ଟ୍ରୀୟତାରୁ	international
1	internet	Ns	ଅନ୍ତର୍ରାଷ୍ଟ୍ରୀୟ କମ୍ପ୍ୟୂଟର ତନ୍ତ୍ର	Internet
1	interpret	VTI	ବର୍ଣନ କରିବା	interpret
2	interpretation	Ns	ବୟାନ	interpret
3	interpretative	Adj	ବ୍ୟାଖ୍ୟାତ୍ମକ	interpret
4	interpreter	Ns	ଅନୁବାଦକ	interpret
1	interpretation	Ns	ବୟାନ	interpretation
1	intervention	Ns	ଦଖଲ	intervention
2	non-intervention	Ns	ଅହସ୍ତକ୍ଷେପ	intervention
1	interview	Ns	ଭେଟ	interview
2	interviewee	Ns	ସାକ୍ଷାତ୍କାରଦାତା	interview
3	interviewer	Ns	ସାକ୍ଷାତକର୍ତା	interview
1	check in/into	PhrV	ଅତିଥି ଭାବରେ ନାମ ଲେଖାଇବା	into
2	come into	PhrV	ଉତ୍ତରାଧିକାରୀ ସୂତ୍ରରେ ପାଇବା	into
3	fall into sth	PhrV	ରେ ଫସିଯିବା	into
4	fling oneself into	IDM	ରେ ରତ ହୋଇଯିବା[କରିବା]	into
5	flog oneself to death/ into the ground	IDM	ନିଜ ଉପରେ ଅତ୍ୟାଚାର କରିବା	into
6	flow in/into	PhrV	ଜାହିର ହୋଇଯିବା	into
7	fly into a passion	IDM	ଅଚାନକ କ୍ରୋଧ କରିବା	into
8	fly into a rage	IDM	ଅଚାନକ କ୍ରୋଧ କରିବା	into
9	fly into a temper	IDM	ଅଚାନକ କ୍ରୋଧ କରିବା	into
10	fold into	PhrV	ଫେଣ୍ଟିବା	into
11	go into	PhrV	ଯାଞ୍ଚ କରିବା	into
12	go into mourning	V	ଶୋକସୂଚକ ପୋଷାକ ପିନ୍ଧିବା	into
13	into	Prep	ଭିତରକୁ	into
14	intolerable	Adj	ଅସହନୀୟ	into
15	intolerably	Adv	ଅସହ୍ୟତାରୁ	into
16	intolerance	Ns	ଅସହିଷ୍ଣୁତା	into
17	intolerant	Adj	ଅସହନଶୀଳ	into
18	intonation	Ns	ସୁର ଧ୍ୱନି ତାନ	into
19	intone	VTI	ସମାନ ତାଳରେ ଗାଇବା 	into
20	intoxicant	Ns	ମାଦକ ପଦାର୍ଥ	into
21	intoxicate	VT	ନିଶାଗ୍ରସ୍ତ କରିବା	into
22	intoxicating	Adj	ନିଶାଦ୍ରବ୍ୟ	into
23	intoxication	Ns	ନଶା	into
24	pop into	V	ଜଲ୍‌ଦି ରଖିବା	into
25	pull into	PhrV	ପହଞ୍ଚିବା	into
26	tuck into	VP	ରୁଚିପୂର୍ବକ ଖାନା	into
1	introduce	VT	ପରିଚୟ କରାଇବା	introduce
1	introduction	Ns	ପ୍ରସ୍ତୁତି	introduction
1	invasion	Ns	ଆକ୍ରମଣ	invasion
1	invest	VT	ଧନ ଲଗେଇବା	invest
2	investigate	VT	ଯାଞ୍ଚ କରିବା	invest
3	investigation	Ns	ଯାଞ୍ଚ	invest
4	investigator	Ns	ଯାଞ୍ଚ କରୁଥିବା	invest
5	investigatory	Adj	ଯାଞ୍ଚ ସମ୍ବନ୍ଧିତ	invest
6	investiture	Ns	ଅଭିଷେକ ସମାରୋହ ସମର୍ପଣ ଅର୍ପଣ	invest
7	investment	Ns	ନିବେଶ	invest
8	investor	Ns	ଧନ ଲଗେଇବା	invest
1	investigate	VT	ଯାଞ୍ଚ କରିବା	investigate
1	investigation	Ns	ଯାଞ୍ଚ	investigation
1	investigator	Ns	ଯାଞ୍ଚ କରୁଥିବା	investigator
2	investigatory	Adj	ଯାଞ୍ଚ ସମ୍ବନ୍ଧିତ	investigator
1	investment	Ns	ନିବେଶ	investment
1	investor	Ns	ଧନ ଲଗେଇବା	investor
1	invite	VT	ନିମନ୍ତ୍ରଣ ପଠାଇବା	invite
1	involve	VT	ସାମିଲ କରିବା	involve
2	involvement	Ns	ଜଡ଼ିତ କରଣ ଜଡ଼ିତାବସ୍ଥା	involve
1	involvement	Ns	ଜଡ଼ିତ କରଣ ଜଡ଼ିତାବସ୍ଥା	involvement
1	Irish	Adj	ଆୟରଲ୍ୟାଣ୍ଡର	Irish
1	iron	Ns	ଲୁହା	iron
2	iron rations	Ns	ଆପାତ ଖାଦ୍ୟ	iron
3	ironic	Adj	ବ୍ୟଂଗ୍ୟାତ୍ମକ	iron
4	ironically	Adv	ବ୍ୟଂଗ୍ୟପୂର୍ବକ	iron
5	ironing-board	Ns	ଇସ୍ତ୍ରୀ ବୋର୍ଡ	iron
6	ironmonger	Ns	ଧାତୁ ଉପକରଣ ବ୍ୟାପାରୀ	iron
7	ironwork	Ns	ଲୁହାର ବସ୍ତୁ	iron
8	ironworks	Ns	ଲୌହଶାଳା	iron
9	irony	Ns	ବ୍ୟାଙ୍ଗୋକ୍ତି	iron
10	steam iron	Ns	ବାଷ୍ପ ଚାଳିତ ଇସ୍ତ୍ରୀ	iron
11	the Iron Age	Ns	ଲୌହଯୁଗ	iron
12	the Iron Curtain	Ns	ଲୌହାବରଣ	iron
13	waffle iron	Ns	ପତଳା ରୋଟୀ କରିବାପାଇଁ ଲୁହାର ଉପକରଣ	iron
14	wrought iron	Ns	ପିଟା ଲୁହା	iron
1	Islamic	Adj	ଇସ୍ଲାମୀ	Islamic
1	island	Ns	ଦ୍ୱୀପ	island
2	islander	Ns	ଦ୍ୱୀପ ବାସୀ	island
1	issue	Ns	ବିବାଦାସ୍ପଦ ବିଷୟ	issue
2	side-issue	Ns	ଗୌଣ-ବିଷୟ	issue
1	it	Pron	ଏହାସେ	it
2	it figures	IDM	ଏଥିରୁ ଲାଗେ	it
3	italic	Adj	ତେରଛା	it
4	italics	Ns	ତେରଛା ଅକ୍ଷର	it
5	itch	Ns	କୁଣ୍ଡିଆ	it
6	itchy	Adj	କୁଣ୍ଡିଆ	it
7	item	Ns	ତାଲିକାର ଭିନ୍ନ ଭିନ୍ନ ବିଷୟ ଜିନିସ ଦଫା	it
8	itemize	VT	ଭିନ୍ନ ଭିନ୍ନ ବିଷୟର ପୃଥକୀକରଣ	it
9	itinerant	Adj	ଭ୍ରମଣଶୀଳ	it
10	itinerary	Ns	ଯାତ୍ରାକ୍ରମ	it
11	itself	Pron	ସ୍ୱୟଂ	it
12	make it snappy	IDM	ଜଲ୍‌ଦି କର	it
13	to cut it fine	IDM	ଅନ୍ତିମ ସମୟ ପାଇଁ କାମ ଛାଡ଼ିବା	it
1	item	Ns	ତାଲିକାର ଭିନ୍ନ ଭିନ୍ନ ବିଷୟ ଜିନିସ ଦଫା	item
2	itemize	VT	ଭିନ୍ନ ଭିନ୍ନ ବିଷୟର ପୃଥକୀକରଣ	item
1	itself	Pron	ସ୍ୱୟଂ	its
1	itself	Pron	ସ୍ୱୟଂ	itself
1	flak jacket	Ns	ସୁରକ୍ଷା କୋଟ	jacket
2	jacket	Ns	ଜାକେଟ	jacket
3	sports jacket	Ns	ଖେଳରେ ପିନ୍ଧା ଯାଉଥିବା ଜାକେଟ	jacket
1	jail	Ns	କାରାଗାର	jail
2	jailbird	Ns	ବାରମ୍ବାର ଜେଲ ଯାଉଥିବା ବ୍ୟକ୍ତି	jail
3	jailor	Ns	ଜେଲର	jail
1	flotsam and jetsam	IDM	ନିରାଶ୍ରୟ ଆଉ ନିର୍ଧନ ଲୋକ	jet
2	jet	Ns	ଜେଟ ବିମାନ	jet
3	jet-black	Adj	ବହୁତକଳା	jet
4	jetlag	Ns	ବିମାନ ଯାତ୍ରାରୁ ହୋଇଥିବା କ୍ଳାନ୍ତି	jet
5	jetsam	Ns	ଆପଦ ସମୟରେ ଜାହାଜକୁ ହାଲୁକା କରିବା ପାଇଁ ପୋପାଡି ଦିଆ ଯାଉଥିବା ମାଲ	jet
6	jettison	V	ଫୋପାଡ଼ି ଦେବା	jet
7	jetty	Ns	କାଠ ପ୍ରଭୃତିରେ ବନ୍ଦା ଘାଟୀ	jet
1	Jew	Ns	ଇହୁଦୀ	Jew
2	jewel	Ns	ମଣି	Jew
3	jewelled	Adj	ମଣିରେ ସଜ୍ଜିତ	Jew
4	jeweller	Ns	ବଣିଆଁ	Jew
5	jewellery	Ns	ଗଣଣା	Jew
1	hatchet job	Ns	କାହାର ମାନ ସମ୍ମାନଙ୍କୁ ଧକ୍କା ଦେବା	job
2	job	Ns	କାମ	job
3	job creation	Ns	ଚାକିରି ଉପଲବ୍ଧ କରିବାର ଯୋଜନା	job
4	job description	Ns	କାର୍ଯ୍ୟର ଲିଖିତ ବିବରଣ	job
5	job satisfaction	Ns	କାର୍ଯ୍ୟ ସନ୍ତୁଷ୍ଟି	job
6	job sharing	Ns	କାମଙ୍କୁ ବାଣ୍ଟିବା	job
7	job-hunt	V	କାମର ତଲାସ	job
8	jobcentre	Ns	ରୋଜଗାର କେନ୍ଦ୍ର	job
9	jobless	Adj	ବେରୋଜଗାର	job
10	joblessness	Ns	ବେରୋଜଗାରୀ ବେକାରି	job
1	double jointed	Adj	ଦୁଇଟି ଗଣ୍ଠିଯୁକ୍ତ ଯୋଡଯୁକ୍ତ	join
2	join	VT	ସଂଯୁକ୍ତ କରିବା	join
3	join forces with	IDM	ଏକଜୁଟ ହୋଇଯିବା	join
4	joint	Adj	ମିଳିତ ସଂଯୁକ୍ତ	join
5	jointly	Adv	ମିଶି	join
1	double jointed	Adj	ଦୁଇଟି ଗଣ୍ଠିଯୁକ୍ତ ଯୋଡଯୁକ୍ତ	joint
2	joint	Adj	ମିଳିତ ସଂଯୁକ୍ତ	joint
3	jointly	Adv	ମିଶି	joint
1	joke	Ns	ଥଟାମଜା	joke
2	joker	Ns	ବିଦୂଷକ ଆମୋଦକାରୀ	joke
1	journal	Ns	ଦିନକର ଲେଖାପୁସ୍ତକ ଦୈନିକ ସମ୍ବାଦପତ୍ର	journal
2	journalism	Ns	ସାମ୍ବାଦିକତା ପତ୍ରକାରିତା	journal
3	journalist	Ns	ସାମ୍ବାଦିକ ପତ୍ରକାର	journal
1	journalist	Ns	ସାମ୍ବାଦିକ ପତ୍ରକାର	journalist
1	journey	Ns	ଯାତ୍ରା	journey
2	journeyman	Ns	ଶିକ୍ଷିତ କାରିଗର	journey
1	joy	Ns	ଆନନ୍ଦ	joy
2	joyful	Adj	ହର୍ଷିତ	joy
3	joyous	Adj	ସାନନ୍ଦ	joy
4	joyride	Ns	ମୋଟରରେ ଭ୍ରମଣ କରିବା	joy
1	ill judged	Adj	ନିର୍ବୋଧତା ପୂର୍ଣ୍ଣ	judge
2	judge	Ns	ନିର୍ଣାୟକ	judge
3	judgement	Ns	ନିର୍ଣୟ	judge
1	juice	Ns	ରସ	juice
1	flying jump	Ns	ଉପରକୁ କୁଦା ମାରିବା	jump
2	jump	VT	ଡେଇଁବା	jump
3	jump -off	Ns	ଅତିରିକ୍ତ ଦୌଡ଼{ରେସରେ ଶେଷ ଦୌଡ଼ ଯେଉଁଥିରୁ ବିଜୟୀ ନିଶ୍ଚିତ କରାଯାଏ}	jump
4	jump at	PhrV	ତୁରନ୍ତ ମାନିନେବା ବା ସ୍ୱୀକାର କରିନେବା	jump
5	jump in	PhrV	ଆରମ୍ଭ କରିବା	jump
6	jump on	PhrV	ଚଢ଼ିବା ଧମକି ଦେବା	jump
7	jump rope	Ns	ଡେଇଁବାର ରସି	jump
8	jump-lead	Ns	ବିଦ୍ୟୁତ ତାର {ଯାହା ଗୋଟିଏ ବ୍ୟାଟେରିକୁ ଅନ୍ୟ ସହିତ ଯୋଡ଼େ}	jump
9	jump-start	V	ଅକସ୍ମାତ ଚାଲୁ ହୋଇଯିବା	jump
10	jumped-up	Adj	ମିଥ୍ୟାକପଟୀ	jump
11	jumper	Ns	ଡିଆଁଳି	jump
12	jumping-off point	Ns	ଆରମ୍ଭ ହେବାରର ସ୍ଥାନ	jump
13	long jump	Ns	ଲମ୍ବା କୁଦ	jump
14	the triple jump	Ns	ତିନି ଥରିଆ କୁଦ	jump
1	junior	Ns	କନିଷ୍ଠଛୋଟ	junior
2	junior college	Ns	ଜୁନିୟର କଲେଜ {ଯେଉଁଥିରେ ଦଶମ ଶ୍ରେଣୀ ପରେ ଦୁଇ ବର୍ଷ ପଢ଼ା	junior
1	jury	Ns	ବିଚାରକ ମଣ୍ଡଳୀ	jury
1	just	Adj	ଉଚିତ	just
2	justice	Ns	ନ୍ୟାୟ	just
3	justifiable	Adj	ଉଚିତ	just
4	justifiably	Adv	ନ୍ୟାୟସଂଗତ ଭାବେ	just
5	justification	Ns	ଔଚିତ୍ୟ	just
6	justify	V	ସତ୍ୟ ସାବ୍ୟସ୍ତ କରିବା	just
1	justice	Ns	ନ୍ୟାୟ	justice
1	justify	V	ସତ୍ୟ ସାବ୍ୟସ୍ତ କରିବା	justify
1	book keeper	Ns	ଲେଖାକାର	keep
2	book keeping	Ns	ଲେଖା ଜୋଖା	keep
3	keep	Ns	ନିର୍ବାହ	keep
4	keep at	PhrVT	ଲାଗି ରହିବା	keep
5	keep away	PhrVI	ଦୂରରେ ରହିବା	keep
6	keep back	PhrVT	ଲୁଚାଇ ରଖିବା	keep
7	keep down	PhrVI	ନଇଁ ରହିବା	keep
8	Keep in	PhrV	ରୋକି ରଖିବା	keep
9	keep in with {infl}	PhrV	ଭଲ ସଂବଂଧ ରଖିବା	keep
10	keep off	PhrVI	ଦୂରରେ ରହିବାନ ହୋଇଯିବା	keep
11	keep on	PhrVI	ଜାରୀ ରହିବା[ରଖିବା]	keep
12	keep on (at SB)	PhrV	ବାରମ୍ବାର କହି ବିରକ୍ତ କରିବା	keep
13	keep out	PhrV	ଦୂରରେ ରହିବା[ରଖିବା]	keep
14	keep SB up	PhrVI	ଜଗେଇ ରଖିବା	keep
15	keep STH up	PhrV	ଉପରକୁ ରଖିବାଜାରି ରଖିବା	keep
16	keep the flag flying	IDM	ନାଆଁ ରଖିବା	keep
17	keep to	PhrV	ରାସ୍ତାରେ ରହିବା[ରଖିବା]	keep
18	keep to oneself	PhrV	ନିଜ ଭିତରେ ରହିବା	keep
19	keep under	PhrV	ଦବେଇ ରଖିବାତଳେ ରଖିବା	keep
20	keep up	PhrV	ଜାରି ରହିବା{ଭଲ ମଉସୁମ}	keep
21	keep up with	PhrV	ସମାନ ଗତିରେ ଚାଲିବା	keep
22	keeper	Ns	ରକ୍ଷକ{ଦେଖରେଖ କରୁଥିବା}	keep
23	keeping	Ns	ଦେଖରେଖ	keep
24	keepsake	Ns	ସ୍ମୃତିଚିହ୍ନ	keep
25	safe Keeping	Ns	ସୁରକ୍ଷା	keep
26	shop Keeper	Ns	ଦୋକାନୀ	keep
27	time-keeper	Ns	ଯନ୍ତ୍ର ବା ବ୍ୟକ୍ତି ଯାହା ସମୟର ରେକର୍ଡ ରଖିଥାଏ	keep
28	wicket keeper	Ns	ଉଇକେଟ ରକ୍ଷକ	keep
1	key	Ns	ଚାବିକାଠି କୁଞ୍ଚିକାଠି	key
2	keyboard	Ns	କୁଂଚିପଟଳ ଚାବିକାଠି ରଖିବାର ଜାଗା 	key
3	keyhole	Ns	ତାଲାର କଣା	key
4	keynote	Ns	କୌଣସି ଭାଷଣ ବା କିତାବର ମୁଖ୍ୟ କଥା	key
5	keypad	Ns	ଛୋଟ କୁଂଚିପଟଳ ଚାବିକାଠି ରଖିବାର ଜାଗା	key
6	keystone	Ns	ମୁଖ୍ୟ ଶିଳା	key
7	master key	Ns	ସର୍ବ କୁଞ୍ଚିକାଠି	key
1	free kick	Ns	ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱୀ ଟିମରୁ ଶାସ୍ତିସ୍ୱରୂପ ମିଳିଥିବା ଦଣ୍ଡ	kick
